-'s	của
much	nhiều
mucous membrane	niêm mạc
mucous membrane	màng nhầy
mucus	nước nhầy
mucus	niêm dịch
mucus	chất nhớt
mud	bùn
mud	sình
Mudanjiang	Mẫu Đơn Giang
muddy	bùn lầy
muddy	lầy lội
muddy	sình lầy
mudflat	bãi bùn
mudskipper	thòi lòi
mudskipper	cá thòi lòi
mudslide	lở đất
mug shot	hình cảnh sát
mug	ca
mugger	cá sấu đầm lầy
Muggle	Muggle
Muhammad	Muhammad
mujik	mu-gích
mulberry	dâu
mulberry	dâu tằm
mulberry	dâu ta
mule	la
mullet	cá đối
multi-level marketing	bán hàng đa cấp
multi-level marketing	tiếp thị đa cấp
multicultural	đa văn hóa
multiculturalism	chủ nghĩa đa văn hóa
multidimensional	đa chiều
multiflora rose	tường vi
multilingual	đa ngôn ngữ
multimedia	đa phương tiện
multimeter	đồng hồ vạn năng
multimeter	vạn năng kế
multiple sclerosis	đa xơ cứng
multiplication table	bảng cửu chương
multiplication	phép nhân
multiply	nhân
multipolygon	tổ hợp đa giác
multipolygon	tập hợp đa giác
multipolygon	đa đa giác
multipurpose	đa năng
multipurpose	vạn năng
multipurpose	nhiều mục đích
multiresistant	đa đề kháng
multiverse	đa vũ trụ
mum	mẹ
mum	má
Mumbai	Mumbai
mumble	lí nhí
mummy	uây khyếm mẹ
mummy	mẹ
mummy	xác ướp
mundane	bình thường
mung bean	đậu xanh
Munich	München
municipality	khu tự quản
muntjac	mang
muntjac	hoẵng
muntjac	kỉ
muntjac	mển
muntjac	mễn
murder	giết người
murder	vụ giết người
murder	ám sát
murder	vụ ám sát
murder	giết
murder	tàn sát
murderer	kẻ giết người
murid	chuột
murky	đục
murmur	lẩm bẩm
murmur	lầm bầm
Muscat	Ma-xcát
muscle	cơ
muscle	bắp thịt
muscle	cơ bắp
Muscovy duck	ngan
Muscovy duck	vịt xiêm
museology	bảo tàng học
museum	nhà bảo tàng
museum	viện bảo tàng
mushroom	nấm
music box	hộp nhạc
music theory	nhạc lí
music	âm nhạc
musical instrument	nhạc cụ
musical notation	kí hiệu âm nhạc
musical	âm nhạc
musical	nhạc kịch
musician	nhạc sĩ
musicology	âm nhạc học
musk ox	bò xạ hương
musk	xạ hương
musket	súng hỏa mai
muskrat	chuột xạ hương
Muslim	muslim
Muslim	Hồi giáo
Muslim	đạo Hồi
Muslim	Hồi
Muslim	người Islam
Muslim	người Hồi
Muslim	người Hồi giáo
must	phải
mustard	mù tạc
mutable	có thể thay đổi
mutate	đột biến
mutation	đột biến
mute swan	thiên nga trắng
mute	câm
mute	người câm
mutiny	nổi loạn
mutiny	phiến loạn
mutiny	dấy loạn
mutter	lẩm bẩm
mutual assured destruction	đảm bảo phá huỷ lẫn nhau
muzzle	rọ mõm
muzzle	mõm
my arse	cái đầu mày
my name is	tên tôi là
my name is	tôi tên là
my	của tôi
my	tôi
Myanmar	Miến Điện
Myanmar	Mi-an-ma
mycology	môn học nấm
mycology	nấm học
myopic	cận thị
myopic	cận
Myra	Myra
Myra	Mai-ra
myriad	vạn
myriad	muôn
myrrh	hất nhựa thơm
myself	mình
myself	tự
mysterious	thần bí
mystery	bí ẩn
mystery	huyền bí
myth	thần thoại
mythology	thần thoại
Myōken	Diệu Kiến Bồ Tát
Myōken	Tôn Tinh Vương
Möbius strip	dải Mobius
Möbius strip	mặt Mobius
N'Djamena	Nơ-gia-mê-na
Naamah	Na-a-ma
nag	cằn nhằn
nag	càu nhàu
nag	ỷ eo
naga	naga
Nagano	Nagano
Nagasaki	Nagasaki
nail	móng
nail	móng tay
nail	đinh
Nairobi	Nai-rô-bi
naive	ngờ nghệch
naive	ngây thơ
naked	khoả thân
naked	trần truồng
Nam Sách	Nam Sách
Nam Định	Nam Định
name brand	thương hiệu
name	tiếng tăm
name	tên
name	đặt tên
name	cho tên
name	chọn
name	nhận
namesake	người trùng tên
namespace	không gian tên
Namibia	Nam-mi-bi-a
Namibia	Na-mi-bi-a
Nanchang	Nam Xương
Nanda	孫陀利難陀
Nanjing	Nam Kinh
Nanning	Nam Ninh
nanogram	nanôgam
nanometre	nanômét
nanotechnology	công nghệ nano
Nantong	Nam Thông
Nantou	Nam Đầu
napa cabbage	cải thảo
napalm	bom napan
napalm	napan
nape	gáy
nape	ót
napkin	khăn ăn
Nara	Nara
narcissistic personality disorder	rối loạn nhân cách ái kỉ
narcissistic personality disorder	vĩ cuồng
narcissus	thuỷ tiên
Narnia	Narnia
narrate	kể lại
narrate	thuật lại
narrative	kể chuyện
narrative	tường thuật
narrator	người dẫn chuyện
narrow	hẹp
narrow	chật hẹp
narrow	eo hẹp
narrow	chật
narwhal	kì lân biển
NASA	NASA
nasal cavity	khoang mũi
nasal congestion	ngạt mũi
nasal congestion	nghẹt mũi
nasal congestion	tắc mũi
nasalization	mũi hoá
nasalize	mũi hoá
nasopharyngeal carcinoma	ung thư vòm họng
Nassau	Na-xao
nation	dân tộc
nation	nhà nước
nation	quốc gia
nation-building	xây dựng đất nước
nation-state	quốc gia dân tộc
national anthem	quốc ca
National Assembly	quốc hội
national day	ngày quốc khánh
national debt	nợ quốc gia
national debt	nợ chính phủ
national debt	nợ công
national emblem	quốc huy
national park	vườn quốc gia
national security	an ninh quốc gia
National Socialism	chủ nghĩa Quốc xã
national	dân tộc
national	quốc gia
nationalisation	quốc hữu hoá
nationalism	chủ nghĩa dân tộc
nationalism	chủ nghĩa quốc gia
nationalism	chủ nghĩa quốc tộc
nationality	quốc tịch
nationwide	toàn quốc
nationwide	cả nước
native language	ngôn ngữ mẹ đẻ
native language	tiếng mẹ đẻ
native language	ngôn ngữ bản địa
native language	ngôn ngữ bản xứ
native speaker	người bản ngữ
nativity scene	hoạt cảnh giáng sinh
nativity scene	cảnh máng cỏ
NATO	NATO
natto	natto
natural disaster	thảm hoạ thiên nhiên
natural disaster	thiên tai
natural gas	khí thiên nhiên
natural gas	khí ga
natural gas	khí gas
natural gas	khí đốt
natural language processing	xử lí ngôn ngữ tự nhiên
natural language	ngôn ngữ tự nhiên
natural law	luật của tự nhiên
natural resource	tài nguyên thiên nhiên
natural science	khoa học tự nhiên
natural selection	chọn lọc tự nhiên
nature	tính
nature	bản chất
nature	bản tính
nature	ngoài trời
nature	tự nhiên
nature	nguyên thủy
nature	tạo hóa
naturism	chủ nghĩa khỏa thân
Nauru	Na-u-ru
nausea	buồn nôn
nautical mile	hải lý
nautical mile	hải lí
nautilus	ốc anh vũ
naval	hải quân
naval	tàu bè
Navarre	Navarra
navel	rốn
navel	rún
navy blue	màu xanh nước biển
navy	hải quân
nay	nói đúng hơn
Naypyidaw	Nây-pi-tô
Nazi	Quốc xã
Nazi	đảng viên đảng Quốc xã
Nazification	quốc xã hoá
Nazism	chủ nghĩa Quốc xã
Nazism	chủ nghĩa xã hội quốc gia
Neanderthal	Nê-an-đéc-tan
Near East	Cận Đông
near	gần
nearby	gần
nearby	bên cạnh đó
nearby	bên cạnh
nearby	gần đây
nearly	gần
nearly	gần như
nearsightedness	cận thị
nebula	tinh vân
necessary	cần
necessary	cần thiết
necessity	cần thiết
necessity	nhu cầu
neck	cổ
necklace	chuỗi hạt
necktie	cà vạt
necrosis	hoại tử
need	nhu cầu
need	cần phải
need	cần
need	muốn
needle	kim
neem	sầu đâu
negative number	số âm
negative	phủ định
negative	âm
negative	tiêu cực
neglect	bỏ lơ
neglect	bỏ mặc
negligence	cẩu thả
negligence	sự bất cẩn
negotiation	đàm phán
negro	người da đen
neigh	hí
neighborhood	lân cận
neighbour	láng giềng
neighbour	hàng xóm
nene	ngỗng Hawaii
Neo-Confucianism	lí học
neo-Nazism	chủ nghĩa Quốc xã mới
neoclassicism	chủ nghĩa tân cổ điển
neocolonialism	chủ nghĩa thực dân mới
neodymium	neođim
neoliberalism	chủ nghĩa tự do mới
neoliberalism	chủ nghĩa tân tự do
Neolithic	thời đại đồ đá mới
neon	neon
neon	nê-ông
Nepal	Nê-pan
nephrotoxicity	ngộ độc thận
Neptune	sao Hải Vương
Neptune	Sao Hải Vương
neptunium	neptuni
neroli	dầu hoa cam
nerve cell	tế bào thần kinh
nerve	thần kinh
nervous system	hệ thần kinh
nervous	hồi hộp
nest	tổ
nest	ổ
net worth	giá trị tài sản ròng
net	lưới
net	mùng
net	mạng
netball	bóng lưới
Netherlands	Hà Lan
netizen	cư dân mạng
netizen	dân mạng
nettle	tầm ma
network	mạng
network	mạng lưới
neural network	mạng thần kinh
neurology	thần kinh học
neuron	tế bào thần kinh
neuroscience	khoa học thần kinh
neurosis	chứng loạn thần kinh chức năng
neuter	giống trung
neutrality	trung lập
neutralize	trung hòa
neutralize	trung lập hóa
neutron	nơtron
never	không bao giờ
nevertheless	tuy vậy
nevertheless	tuy thế
New Caledonia	Tân Thế giới
New Caledonia	Tân Ca-lê-đô-ni-a
New Delhi	Niu Đê-li
New Delhi	Tân Đê-li
New Delhi	Tân Đề-li
New English	tiếng Anh hiện đại
new moon	trăng non
New Orleans	New Orleans
New Orleans	Ngọc Lân
New Orleans	Tân Linh
New South Wales	New South Wales
New Taipei	Tân Bắc
New Territories	Tân Giới
New Testament	Tân Ước
New Testament	Tân Ước Hi văn
New Testament	Kinh Thánh Hi văn
New World	thế giới mới
New World	Tân Thế giới
New Year	năm mới
New Year	tết
New Year	Tết dương lịch
new year	năm mới
New Year's Day	tết dương lịch
New Year's Day	Tết dương lịch
New Year's Eve	giao thừa
New Year's	Tết dương lịch
New York City	Niu Oóc
New York	Nữu Ước
New York	Niu Oóc
New Zealand	Tân Tây Lan
new	mới
newborn	mới sinh
newborn	trẻ sơ sinh
Newcastle disease	bệnh Newcastle
news agency	hãng thông tấn
news agency	hãng tin
news agency	thông tấn xã
news	tin tức
news	tin
news	bản tin
news	thời sự
newsletter	bản tin
newspaper	tờ báo
newspaper	báo
newspaper	báo chí
newsprint	giấy in báo
newsroom	toà soạn báo
newt	sa giông
next year	năm sau
next year	sang năm
next year	năm tới
next	bên
next	sắp tới
next	tiếp theo
nexus	kết nối
ngapi	mắm tôm
Ngerulmud	Ngơ-ru-mụt
Nghệ An	Nghệ An
Nguyen	Nguyễn
Ngô Quyền	Ngô Quyền
Nha Trang	Nha Trang
Niagara Falls	thác Niagara
nibble	nhấm nháp
nibble	nhâm nhi
Nicaragua	Ni-ca-ra-goa
nice	tốt
Nicene Creed	Tín Điều Nicaea
Nicholas	Nicôla
nickel	nikel
Nicosia	Ni-cô-xi-a
nicotine gum	kẹo cao su nicotine
nicotine	nhựa thuốc
nicotine	nicôtin
Nietzsche	Nietzsche
Nietzsche	Nít-sơ
Nietzschean	Nít-sơ
Niger	Ni-giê
Nigeria	Ni-giê-ri-a
night blindness	quáng gà
night market	chợ đêm
night owl	cú đêm
night	chúc ngủ ngon
night	tạm biệt
night	tối
night	đêm
night	ban đêm
night	khuya
night	đêm ngủ
night-blind	quáng gà
nightclub	câu lạc bộ giải trí
nightclub	câu lạc bộ đêm
nightclub	hộp đêm
nightfall	chạng vạng
nightingale	dạ oanh
nightjar	cú muỗi
nightmare	ác mộng
nihilism	chủ nghĩa hư vô
nihilism	tư tưởng đoạn diệt
Nile	Nin
Nile	Nhĩ Lô
nine o'clock	chín giờ
nine	chín
nine-dash line	đường chín đoạn
nine-dash line	đường lưỡi bò
nine-dash line	đường chữ U
nine-dash line	đường chín khúc
nineteen	mười chín
ninetieth	thứ chín mươi
ninety	chín mươi
ninety-nine	chín mươi chín
Ningbo	Ninh Ba
Ningxia	Ninh Hạ
Ninh Bình	Ninh Bình
Ninh Thuận	Ninh Thuận
ninja	ninja
ninja	nhẫn giả
ninjutsu	nhẫn thuật
Nintendo	Nintendo
Nintendo	Nhiệm Thiên Đường
ninth	thứ chín
ninth	phần chín
niobium	niobi
nipa	dừa nước
nipple	núm vú
Nippo-	Nhật
nipponize	Nhật hóa
nipponize	Nhật Bản hóa
nirvana	niết bàn
nit	trứng chấy
nit	trứng rận
nitpick	câu chấp
nitric acid	axit nitric
nitride	nitrit
nitrocellulose	nitroxeluloza
nitrogen	nitơ
nitrogen	đạm khí
nitroglycerine	nitroglyxerin
Nivkh	Nivkh
Nivôse	tháng băng tuyết
Nizhny Novgorod	Nizhny Novgorod
no doubt	chắc chắn
no idea	chẳng biết
no idea	đâu biết
no longer	không còn
no longer	chẳng còn
no one	không ai
no pain, no gain	không vào hang cọp sao bắt được cọp con
no problem	không sao
no problem	không sao đâu
no problem	không có sao đâu
no smoke without fire	không có lửa làm sao có khói
no smoking	cấm hút thuốc
no thank you	dạ không cám ơn
no	không
no	cấm
no	lời không
no	ừ
no	phải
no	đúng vậy
no-op	lệnh vô tác
Noah	Nô-ê
Noah's ark	tàu Nô-ê
Nobel Prize	giải Nobel
Nobel Prize	giải thưởng Nobel
nobelium	nobeli
nobility	quí tộc
noble eightfold path	bát chính đạo
noble gas	khí hiếm
noble gas	khí trơ
nocebo	nocebo
nod	gật đầu
nod	gật
Noh	Nō
noise cancellation	ồn
noise pollution	ô nhiễm tiếng ồn
noise	tiếng ồn
noisy	ồn
noisy	ầm
nom	măm
nom	măm măm
nomad	người dân du mục
nomenclature	danh pháp
nominalization	danh từ hoá
nominate	đề cử
nominative case	nguyên cách
nominative case	danh cách
nominative case	cách tên
nominative case	chủ cách
non-binary	phi nhị nguyên giới
non-binary	phi nhị giới
non-disclosure agreement	thỏa thuật bảo mật thông tin
non-disclosure agreement	thoả thuận bảo mật thông tin
non-disclosure agreement	hợp đồng bảo mật thông tin
non-refoulement	luật không gửi trả
noncommunist	quần chúng
nonfiction	phi hư cấu
nonfiction	không hư cấu
nonmetal	phi kim
nonprofit	phi lợi nhuận
nonprofit	bất vụ lợi
nonprofit	tổ chức phi lợi nhuận
nonprofit	tổ chức bất vụ lợi
nonrepudiation	chống thoái thác
nonviolence	bất bạo động
noodle	bánh
noodle	bún
noodle	mì
noodle	mì dẹt
noodle	miến
noodle	mì mống
noodle	mì sợi
noon	trưa
normal distribution	phân phối chuẩn
normal	bình thường
normalization	thông thường hoá
normally	thường
normally	thông thường
normally	bình thường
Normandy	Normandie
North Africa	Bắc Phi
North America	Bắc Mỹ
North America	北美
North Atlantic Treaty Organization	Tổ chức Hiệp ước Bắc Đại Tây Dương
North Carolina	Bắc Carolina
North Frisian	Tiếng Bắc Friesland
North Island	đảo Bắc
North Korea	Bắc Triều Tiên
North Korea	Bắc Hàn
North Korea	Triều Tiên
North Macedonia	Bắc Ma-xê-đô-ni-a
north pole	bắc cực
North Pole	Bắc Cực
North Rhine-Westphalia	Nordrhein-Westfalen
North Rhine-Westphalia	Nót-ranh Vét-pha-len
North Sea	Bắc Hải
North Sea	Biển Bắc
North Vietnam	Bắc Việt
North Vietnam	Bắc Việt Nam
North Vietnam	Việt Nam Dân Chủ Cộng Hoà
North Vietnamese	Bắc Bộ
north	phía bắc
north	hướng bắc
north	bắc
Northeast Asia	Đông Bắc Á
northeast	phía đông bắc
northeast	hướng đông bắc
northeast	đông bắc
Northern Cyprus	Bắc Síp
Northern Europe	Bắc Âu
northern goshawk	ưng ngỗng
Northern Hemisphere	bắc bán cầu
Northern Hemisphere	bán cầu bắc
Northern Ireland	Bắc Ái Nhĩ Lan
Northern Ladle	北斗
northern lights	bắc cực quang
Northern Min	tiếng Mân Bắc
northern pintail	vịt mốc
Northern Territory	Lãnh thổ Bắc Úc
northern	bắc
northwest	phía tây bắc
northwest	hướng tây bắc
northwest	tây bắc
Norway maple	phong na uy
Norway	Na Uy
Norwegian Sea	Biển Na Uy
Norwegian	Na Uy
Norwegian	tiếng Na Uy
nose	mũi
nosebleed	máu cam
nostalgia	hoài niệm
nostalgia	nuối tiếc
nostalgia	nỗi nhớ
nostril	lỗ mũi
nosy	lắm chuyện
nosy	nhiều chuyện
nosy	đa sự
nosy	đa đoan
nosy	thọc mạch
not at all	chẳng
not at all	chả
not at all	cóc
not at all	không có gì
not at all	không có chi
not only … but also	không chỉ ... mà còn
not only … but also	không những ... mà còn
not yet	chưa
not	không
not	chẳng
not	chả
notary	công chứng viên
note	âm phù
note	bút ký
note	nốt nhạc
notebook	tập
notebook	vở
notebook	sổ tay
notebook	máy tính xách tay
nothing	không có gì
nothing	không có chi
nothing	có gì đâu
notice	nhận thấy
notion	khái niệm
Nouakchott	Nu-ác-sốt
nougat	kẹo nu-ga
noun phrase	cụm danh từ
noun	danh từ
nourishment	dinh dưỡng
nourishment	sự nuôi dưỡng
nouveau riche	nhà giàu mới nổi
Nova Scotia	Nô-va Xcô-ti-a
nova	tân tinh
novel	tiểu thuyết
novelist	tiểu thuyết gia
novella	tiểu thuyết ngắn
November	tháng mười một
Novgorod	Novgorod
Novokuznetsk	Novokuznetsk
Novorossiysk	Novorossiysk
now	bây giờ
now	hiện tại
nowadays	ngày nay
nowadays	đời nay
nowadays	dạo này
nowadays	hiện nay
nozzle	vòi phun
nuance	sắc thái
Nubia	Nubia
nuclear energy	năng lượng hạt nhân
nuclear energy	năng lượng nguyên tử
nuclear family	gia đình hạt nhân
nuclear medicine	y học hạt nhân
nuclear physics	vật lý hạt nhân
nuclear reaction	phản ứng hạt nhân
nuclear reactor	lò phản ứng hạt nhân
nuclear war	chiến tranh hạt nhân
nuclear weapon	vũ khí hạt nhân
nuclear	hạt nhân
nuclear	hạt
nucleic acid	axit nucleic
nucleolus	hạch nhân
nucleolus	nhân con
nucleus	nhân tế bào
nucleus	nhân
nucleus	hạt nhân
nude	trần
nude	trần truồng
nude	khỏa thân
nude	lõa thể
nudism	chủ nghĩa khỏa thân
nudist beach	bãi biển khỏa thân
nudist beach	bãi tắm tiên
nudist beach	bãi tắm khỏa thân
nudiustertian	ngày hôm kia
Nuku'alofa	Nu-cu-a-lô-pha
null hypothesis	giả thuyết không
null	rỗng
numb	vô cảm
numb	chết lặng
numb	tê
numb	tê cóng
number line	trục số
number one	số một
number	số
numeral	số
numeral	số từ
numerator	tử số
numerator	tử thức
numerous	đông
numerous	nhiều
numismatics	hóa tệ học
numismatics	cổ tệ học
nun	xơ
nun	bà xơ
nun	nữ tu sĩ
nun	nữ tu
nunchaku	nhị khúc côn
nunchaku	côn nhị khúc
Nur-Sultan	Nu-xun-tan
Nuremberg	Nürnberg
Nuremberg	Nuyn-béc
nurse	y tá
nurse	bảo mẫu
nurse	bảo mỗ
nut	đậu
nut	ốc
nutcracker	cái kẹp để kẹp trái de
nutmeg	hạt nhục đậu khấu
nutrient	chất dinh dưỡng
nutrient	dưỡng chất
nutrition	sự dinh dưỡng
nutrition	dinh dưỡng
nux vomica	mã tiền
nylon	ni lông
nylon	ni-lông
Nüwa	Nữ Oa
o	o
O	hỡi
O	lạy
o'clock	một giờ
oak	sồi
oakwood	rừng sồi
oar	chèo
oasis	ốc đảo
